Country or Area,Year,Reference Date,Area,Sex,Age,Marital status,Record Type,Reliability,Source Year,Value,Value Footnotes
United States of America,1980,1-Apr-80,Rural,Female,Unknown,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",1982,0,"3,4"
United States of America,1980,1-Apr-80,Rural,Female,Unknown,Married,Census - de jure - complete tabulation,"Final figure, complete",1982,0,"3,4"
United States of America,1980,1-Apr-80,Rural,Female,Unknown,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",1982,0,"3,4"
United States of America,1980,1-Apr-80,Rural,Female,Unknown,Divorced and not remarried,Census - de jure - complete tabulation,"Final figure, complete",1982,0,"3,4"
United States of America,1980,1-Apr-80,Rural,Female,Unknown,Married but separated,Census - de jure - complete tabulation,"Final figure, complete",1982,0,"3,4"
United States of America,1979,1-Mar-79,Total,Male,Total,Total,Estimate - de jure,"Final figure, complete",1979,104625000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,Total,Single (never married),Estimate - de jure,"Final figure, complete",1979,48815000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,Total,Married,Estimate - de jure,"Final figure, complete",1979,50392000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,Total,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,1945000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,Total,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,3472000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,Total,Married but separated,Estimate - de jure,"Final figure, complete",1979,1514000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,Total,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Male,0 - 13,Total,Estimate - de jure,"Final figure, complete",1979,23656000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,0 - 13,Single (never married),Estimate - de jure,"Final figure, complete",1979,23656000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,0 - 13,Married,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Male,0 - 13,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Male,0 - 13,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Male,0 - 13,Married but separated,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Male,0 - 13,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Male,14 - 19,Total,Estimate - de jure,"Final figure, complete",1979,12270000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,14 - 19,Single (never married),Estimate - de jure,"Final figure, complete",1979,12002000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,14 - 19,Married,Estimate - de jure,"Final figure, complete",1979,262000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,14 - 19,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Male,14 - 19,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,6000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,14 - 19,Married but separated,Estimate - de jure,"Final figure, complete",1979,8000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,14 - 19,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Male,20 - 24,Total,Estimate - de jure,"Final figure, complete",1979,9713000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,20 - 24,Single (never married),Estimate - de jure,"Final figure, complete",1979,6545000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,20 - 24,Married,Estimate - de jure,"Final figure, complete",1979,3002000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,20 - 24,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Male,20 - 24,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,166000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,20 - 24,Married but separated,Estimate - de jure,"Final figure, complete",1979,115000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,20 - 24,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Male,25 - 29,Total,Estimate - de jure,"Final figure, complete",1979,8812000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,25 - 29,Single (never married),Estimate - de jure,"Final figure, complete",1979,2661000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,25 - 29,Married,Estimate - de jure,"Final figure, complete",1979,5650000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,25 - 29,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,16000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,25 - 29,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,485000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,25 - 29,Married but separated,Estimate - de jure,"Final figure, complete",1979,178000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,25 - 29,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Male,30 - 34,Total,Estimate - de jure,"Final figure, complete",1979,7907000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,30 - 34,Single (never married),Estimate - de jure,"Final figure, complete",1979,1180000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,30 - 34,Married,Estimate - de jure,"Final figure, complete",1979,6136000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,30 - 34,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,16000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,30 - 34,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,575000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,30 - 34,Married but separated,Estimate - de jure,"Final figure, complete",1979,241000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,30 - 34,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Male,35 - 39,Total,Estimate - de jure,"Final figure, complete",1979,6458000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,35 - 39,Single (never married),Estimate - de jure,"Final figure, complete",1979,528000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,35 - 39,Married,Estimate - de jure,"Final figure, complete",1979,5477000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,35 - 39,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,10000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,35 - 39,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,443000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,35 - 39,Married but separated,Estimate - de jure,"Final figure, complete",1979,168000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,35 - 39,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Male,40 - 44,Total,Estimate - de jure,"Final figure, complete",1979,5482000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,40 - 44,Single (never married),Estimate - de jure,"Final figure, complete",1979,460000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,40 - 44,Married,Estimate - de jure,"Final figure, complete",1979,4604000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,40 - 44,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,31000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,40 - 44,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,387000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,40 - 44,Married but separated,Estimate - de jure,"Final figure, complete",1979,154000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,40 - 44,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Male,45 - 54,Total,Estimate - de jure,"Final figure, complete",1979,11036000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,45 - 54,Single (never married),Estimate - de jure,"Final figure, complete",1979,761000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,45 - 54,Married,Estimate - de jure,"Final figure, complete",1979,9447000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,45 - 54,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,194000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,45 - 54,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,633000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,45 - 54,Married but separated,Estimate - de jure,"Final figure, complete",1979,264000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,45 - 54,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Male,55 - 64,Total,Estimate - de jure,"Final figure, complete",1979,9744000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,55 - 64,Single (never married),Estimate - de jure,"Final figure, complete",1979,510000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,55 - 64,Married,Estimate - de jure,"Final figure, complete",1979,8449000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,55 - 64,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,328000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,55 - 64,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,458000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,55 - 64,Married but separated,Estimate - de jure,"Final figure, complete",1979,218000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,55 - 64,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Male,65 - 74,Total,Estimate - de jure,"Final figure, complete",1979,6385000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,65 - 74,Single (never married),Estimate - de jure,"Final figure, complete",1979,358000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,65 - 74,Married,Estimate - de jure,"Final figure, complete",1979,5188000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,65 - 74,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,591000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,65 - 74,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,248000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,65 - 74,Married but separated,Estimate - de jure,"Final figure, complete",1979,131000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,65 - 74,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Male,75 +,Total,Estimate - de jure,"Final figure, complete",1979,3163000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,75 +,Single (never married),Estimate - de jure,"Final figure, complete",1979,154000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,75 +,Married,Estimate - de jure,"Final figure, complete",1979,2178000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,75 +,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,759000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,75 +,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,71000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,75 +,Married but separated,Estimate - de jure,"Final figure, complete",1979,37000,"3,4"
United States of America,1979,1-Mar-79,Total,Male,75 +,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Male,Unknown,Total,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Male,Unknown,Single (never married),Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Male,Unknown,Married,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Male,Unknown,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Male,Unknown,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Male,Unknown,Married but separated,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Male,Unknown,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Female,Total,Total,Estimate - de jure,"Final figure, complete",1979,111309000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,Total,Single (never married),Estimate - de jure,"Final figure, complete",1979,44158000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,Total,Married,Estimate - de jure,"Final figure, complete",1979,51341000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,Total,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,10450000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,Total,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,5360000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,Total,Married but separated,Estimate - de jure,"Final figure, complete",1979,2415000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,Total,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Female,0 - 13,Total,Estimate - de jure,"Final figure, complete",1979,22692000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,0 - 13,Single (never married),Estimate - de jure,"Final figure, complete",1979,22692000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,0 - 13,Married,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Female,0 - 13,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Female,0 - 13,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Female,0 - 13,Married but separated,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Female,0 - 13,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Female,14 - 19,Total,Estimate - de jure,"Final figure, complete",1979,12172000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,14 - 19,Single (never married),Estimate - de jure,"Final figure, complete",1979,11297000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,14 - 19,Married,Estimate - de jure,"Final figure, complete",1979,833000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,14 - 19,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,1000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,14 - 19,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,41000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,14 - 19,Married but separated,Estimate - de jure,"Final figure, complete",1979,57000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,14 - 19,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Female,20 - 24,Total,Estimate - de jure,"Final figure, complete",1979,10136000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,20 - 24,Single (never married),Estimate - de jure,"Final figure, complete",1979,5003000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,20 - 24,Married,Estimate - de jure,"Final figure, complete",1979,4793000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,20 - 24,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,15000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,20 - 24,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,326000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,20 - 24,Married but separated,Estimate - de jure,"Final figure, complete",1979,318000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,20 - 24,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Female,25 - 29,Total,Estimate - de jure,"Final figure, complete",1979,9128000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,25 - 29,Single (never married),Estimate - de jure,"Final figure, complete",1979,1789000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,25 - 29,Married,Estimate - de jure,"Final figure, complete",1979,6582000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,25 - 29,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,41000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,25 - 29,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,715000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,25 - 29,Married but separated,Estimate - de jure,"Final figure, complete",1979,396000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,25 - 29,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Female,30 - 34,Total,Estimate - de jure,"Final figure, complete",1979,8206000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,30 - 34,Single (never married),Estimate - de jure,"Final figure, complete",1979,777000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,30 - 34,Married,Estimate - de jure,"Final figure, complete",1979,6528000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,30 - 34,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,66000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,30 - 34,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,835000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,30 - 34,Married but separated,Estimate - de jure,"Final figure, complete",1979,355000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,30 - 34,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Female,35 - 39,Total,Estimate - de jure,"Final figure, complete",1979,6827000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,35 - 39,Single (never married),Estimate - de jure,"Final figure, complete",1979,448000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,35 - 39,Married,Estimate - de jure,"Final figure, complete",1979,5603000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,35 - 39,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,110000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,35 - 39,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,666000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,35 - 39,Married but separated,Estimate - de jure,"Final figure, complete",1979,277000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,35 - 39,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Female,40 - 44,Total,Estimate - de jure,"Final figure, complete",1979,5844000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,40 - 44,Single (never married),Estimate - de jure,"Final figure, complete",1979,299000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,40 - 44,Married,Estimate - de jure,"Final figure, complete",1979,4732000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,40 - 44,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,165000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,40 - 44,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,648000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,40 - 44,Married but separated,Estimate - de jure,"Final figure, complete",1979,269000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,40 - 44,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Female,45 - 54,Total,Estimate - de jure,"Final figure, complete",1979,11790000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,45 - 54,Single (never married),Estimate - de jure,"Final figure, complete",1979,520000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,45 - 54,Married,Estimate - de jure,"Final figure, complete",1979,9402000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,45 - 54,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,895000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,45 - 54,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,972000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,45 - 54,Married but separated,Estimate - de jure,"Final figure, complete",1979,391000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,45 - 54,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Female,55 - 64,Total,Estimate - de jure,"Final figure, complete",1979,10887000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,55 - 64,Single (never married),Estimate - de jure,"Final figure, complete",1979,504000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,55 - 64,Married,Estimate - de jure,"Final figure, complete",1979,7629000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,55 - 64,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,2045000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,55 - 64,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,709000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,55 - 64,Married but separated,Estimate - de jure,"Final figure, complete",1979,214000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,55 - 64,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Female,65 - 74,Total,Estimate - de jure,"Final figure, complete",1979,8382000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,65 - 74,Single (never married),Estimate - de jure,"Final figure, complete",1979,504000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,65 - 74,Married,Estimate - de jure,"Final figure, complete",1979,4090000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,65 - 74,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,3454000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,65 - 74,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,335000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,65 - 74,Married but separated,Estimate - de jure,"Final figure, complete",1979,115000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,65 - 74,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Female,75 +,Total,Estimate - de jure,"Final figure, complete",1979,5245000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,75 +,Single (never married),Estimate - de jure,"Final figure, complete",1979,324000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,75 +,Married,Estimate - de jure,"Final figure, complete",1979,1150000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,75 +,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,3656000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,75 +,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,113000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,75 +,Married but separated,Estimate - de jure,"Final figure, complete",1979,22000,"3,4"
United States of America,1979,1-Mar-79,Total,Female,75 +,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Female,Unknown,Total,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Female,Unknown,Single (never married),Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Female,Unknown,Married,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Female,Unknown,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Female,Unknown,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Female,Unknown,Married but separated,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Total,Female,Unknown,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,Total,Total,Estimate - de jure,"Final figure, complete",1979,100812000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,Total,Single (never married),Estimate - de jure,"Final figure, complete",1979,47107000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,Total,Married,Estimate - de jure,"Final figure, complete",1979,48420000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,Total,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,1877000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,Total,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,3408000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,Total,Married but separated,Estimate - de jure,"Final figure, complete",1979,1493000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,Total,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,0 - 13,Total,Estimate - de jure,"Final figure, complete",1979,22907000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,0 - 13,Single (never married),Estimate - de jure,"Final figure, complete",1979,22907000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,0 - 13,Married,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,0 - 13,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,0 - 13,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,0 - 13,Married but separated,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,0 - 13,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,14 - 19,Total,Estimate - de jure,"Final figure, complete",1979,11790000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,14 - 19,Single (never married),Estimate - de jure,"Final figure, complete",1979,11524000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,14 - 19,Married,Estimate - de jure,"Final figure, complete",1979,260000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,14 - 19,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,14 - 19,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,6000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,14 - 19,Married but separated,Estimate - de jure,"Final figure, complete",1979,8000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,14 - 19,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,20 - 24,Total,Estimate - de jure,"Final figure, complete",1979,9417000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,20 - 24,Single (never married),Estimate - de jure,"Final figure, complete",1979,6324000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,20 - 24,Married,Estimate - de jure,"Final figure, complete",1979,2935000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,20 - 24,Widowed and not remarried,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,20 - 24,Divorced and not remarried,Estimate - de jure,"Final figure, complete",1979,158000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,20 - 24,Married but separated,Estimate - de jure,"Final figure, complete",1979,112000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,20 - 24,Unknown,Estimate - de jure,"Final figure, complete",1979,0,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,25 - 29,Total,Estimate - de jure,"Final figure, complete",1979,8599000,"3,4"
United States of America,1979,1-Mar-79,Urban,Male,25 - 29,Single (never married),Estimate - de jure,"Final figure, complete",1979,2588000,"3,4"
